id,commentaire,humeur
151,"Aujourd'hui, j'ai un nouveau rôle. J'aimerais que tu me rendes service. Je ne sais pas, mais je suis très occupée. Et je n'aime pas être en retard. Tu sais, je ne voulais pas te",Relaxé
152,"Aujourd'hui, j'ai été très occupé, mais je suis très content que tu sois là. J'aimerais que vous puissiez me dire comment vous avez survécu. C'est un peu tard pour ça, non? Jette un oeil à",Frustré
153,"Aujourd'hui, j'ai été un peu surpris de trouver que vous étiez une femme très-soigneuse. Vous avez une très bonne mémoire. Je ne sais pas pourquoi je vous ai demandé de venir ici. J'étais dans le même",Frustré
154,"Aujourd'hui, j'ai une idée. On va avoir une belle maison. Je peux vous la construire, si vous voulez. Vous voulez la rénover? Non, mais j'suis pas sûr. C'est pour ça que j'me",Enervé
155,"Aujourd'hui, j'ai un travail à faire. Et je suis très heureuse d'avoir un petit ami. Je suis un peu nerveuse, mais je crois que je vais faire un grand pas. On va aller dans un endroit sympa, et",Fatigué
156,"Aujourd'hui, j'ai une femme et deux enfants. Je suis très heureuse de vous voir, mais je ne peux pas vous laisser partir. Et je sais que je suis en retard. Vous êtes en avance, n'est-ce pas",Heureux
157,"Aujourd'hui, j'ai une femme, et j'veux pas être un fardeau. Tu veux pas te faire du mal? Je veux juste que tu saches que je t'aime. Je suis vraiment désolée, mais je dois y aller.",Paisible
158,"Aujourd'hui, j'ai un ami qui travaille avec le FBI. Il a une théorie sur les attentats. C'est un homme qui a été tué par des agents du FBI à la fin de la guerre froide. J'aimerais que vous",Enervé
159,"Aujourd'hui, j'ai le sentiment que je vais devoir faire quelque chose. Je ne veux pas être un fardeau pour toi. C'est comme ça que tu me remercies? Je t'aime, et je ne peux pas t '",Neutre
160,"Aujourd'hui, j'ai l'impression que je ne suis pas le seul à avoir eu cette idée. J'aimerais pouvoir en être un, mais je n'en suis plus capable. Je suis prêt à tout pour être le plus fort",Heureux
161,"Aujourd'hui, j'ai toujours été un peu trop prudent. Mais il y a des choses que je ne peux pas faire sans que tu me le dises. Je ne suis pas une femme ordinaire. Tu n'es pas un homme ordinaire",Enervé
162,"Aujourd'hui, j'ai toujours eu envie de faire du vélo. Je me suis fait un ami, je me sens très bien. J'aime bien les vélos. On a du travail pour nous, tu vois? Joue pas les durs",Stressé
163,"Aujourd'hui, j'ai un peu de temps libre. Je dois m'occuper de la maison. Tu sais, je crois que tu devrais te trouver un nouveau travail. Il y a des gens qui sont vraiment bien. Ils ont l'",Enervé
164,"Aujourd'hui, j'ai la tête qui tourne. Je ne suis pas sûre que ce soit une bonne idée de me marier. Tu ne veux pas que je sois ta femme. Mais je suis la femme de ton frère. Et je n'",Heureux
165,"Aujourd'hui, j'ai l'impression de vivre une expérience qui m'est très chère, et qui me tient au cœur. J'avais une grande confiance en toi, mais je ne t'en ai jamais parlé. Je sais que",Frustré
166,"Aujourd'hui, j'ai une question pour vous. Vous avez un problème avec les femmes? Non, je suis un homme qui a un faible pour les hommes. Je ne suis pas un grand homme, mais je peux vous dire que je ne",Frustré
167,"Aujourd'hui, j'ai un autre petit ami. Je sais que vous n'êtes pas très populaire, mais vous pourriez peut-être me prêter un peu d'argent. J'en ai marre d'""avoir un petit copain"". On",Enervé
168,"Aujourd'hui, j'ai un ami qui a des ennuis. Je vais lui dire que tu ne l'as pas vu. Il a un problème de drogue. C'est pour ça qu'il ne peut pas venir. J'aimerais",Paisible
169,"Aujourd'hui, j'ai le sentiment que, dans mon travail, je suis un peu comme un enfant. Je ne veux pas être comme vous. Vous avez un don pour ça. J'aimerais beaucoup avoir un travail comme ça, si ça",Frustré
170,"Aujourd'hui, j'ai une nouvelle tâche à faire. J'aimerais que tu prennes un jour de congé. Tu as besoin de quelqu'un de plus stable. Je t'en prie, je tends la main. Mais je",Frustré
171,"Aujourd'hui, j'ai une idée pour faire un film sur l'histoire de la famille. Je pense qu'il serait intéressant de le faire. Vous pourriez faire des films sur la vie des gens, mais vous ne pouvez pas faire de",Relaxé
172,"Aujourd'hui, j'ai été très heureux de voir que la vie n'est pas faite pour être heureuse, et que, si je pouvais être heureux, je serais heureux. J'avais un grand désir de devenir riche, mais j'm",Fatigué
173,"Aujourd'hui, j'ai une maison à la campagne, une petite maison dans un petit village du Nord. Mais je n'aime pas beaucoup ce que vous avez fait. J'aimerais bien que ce soit une bonne chose. Je ne veux",Relaxé
174,"Aujourd'hui, j'ai toujours été fasciné par les femmes. Et les hommes ne sont pas toujours aussi intéressants. Je veux dire, les filles, je ne peux pas imaginer que les garçons soient aussi beaux que nous. Vous avez l'air",Content
175,"Aujourd'hui, j'ai une relation avec une femme. Je n'en ai pas vraiment envie, mais j'veux dire, elle est vraiment, vraiment bien. Elle a un très bon sens de l'humour. Et, euh,",Stressé
176,"Aujourd'hui, j'ai eu l'impression d'être dans une salle de cinéma. Je n'avais pas envie d'""être"" dans cette salle. C'est comme si je me faisais une idée. Tu ne m'as",Heureux
177,"Aujourd'hui, j'ai l'impression que je ne suis plus moi-même. Je me sens comme une femme qui a perdu son mari. Il est temps de faire une pause, ma chérie. On va voir ce que l'""on",Motivé
178,"Aujourd'hui, j'ai un peu de mal à trouver les mots pour dire ""chérie"". J'en ai marre de faire des blagues sur les gens qui m'aiment. Je me demande si tu as un petit ami. Tu ne",Fatigué
179,"Aujourd'hui, j'ai la possibilité de m'asseoir à la table de thé, de parler avec mon fils, et de discuter avec lui, si cela me convient. Il ne peut pas, en effet, se passer de moi. J",Heureux
180,"Aujourd'hui, j'ai l'impression que la plupart des gens sont des enfants. Je ne peux pas croire que tu sois venue ici. Tu es venue chez moi, et tu m'as dit que je ne pouvais pas vivre sans toi",Content
181,"Aujourd'hui, j'ai un ami qui s'appelle Charles, qui a été nommé directeur de la revue ""L'Écho de Paris"" et qui m'a beaucoup aidé à faire connaître les auteurs de ce journal. Il m '",Paisible
182,"Aujourd'hui, j'ai toujours pensé que les gens devraient s'inquiéter de leur santé. Ils devraient être inquiets. Je suis désolée, mais je ne peux pas me concentrer sur mon travail. J'aimerais que vous puissiez m'aider.",Frustré
183,"Aujourd'hui, j'ai une idée. Je vais essayer de faire le tour de la ville. Tu veux que je fasse le premier tour? Je ne suis pas sûr que ce soit le bon moment. C'est juste que... je ne",Neutre
184,"Aujourd'hui, j'ai une autre affaire en cours, et je voudrais vous demander une faveur. Vous voulez que je vous aide à trouver une solution? Je suis un peu occupé, mais je dois vous dire quelque chose. J'étais dans",Frustré
185,"Aujourd'hui, j'ai une relation très étroite avec mon fils. Je suis en train de le faire, c'est tout. Tu as eu ton premier rendez-vous avec un mec? C'était pas un rendez vous. J'",Fatigué
186,"Aujourd'hui, j'ai fait un peu de peinture. Je sais que c'est dur pour toi, mais... Je vais t'aider à te sentir mieux. C'était une journée vraiment sympa. Tu veux aller boire un verre?",Heureux
187,"Aujourd'hui, j'ai un fils, qui est en train de mourir. Je suis désolée, je ne peux pas t'aider. C'est la seule façon de te sortir de là. Tu as fait tout ce chemin pour me demander",Relaxé
188,"Aujourd'hui, j'ai un autre boulot. Tu as déjà eu des enfants? Oui, mais je n'en ai jamais eu. Je ne suis pas très doué avec les enfants. C'est le plus gros problème. Mais c'",Paisible
189,"Aujourd'hui, j'ai une fille qui s'appelle Marie-Louise. Elle sue comme une vache. Et elle a l'air d'une vache, mais elle est plus petite. Je vais lui donner une leçon. Il faut",Fatigué
190,"Aujourd'hui, j'ai l'impression que la vie est trop courte pour me donner la satisfaction de vivre. C'est comme ça que je me sens. J'aimerais pouvoir vivre sans vous. Mais, je ne peux pas. Je",Stressé
191,"Aujourd'hui, j'ai un peu de temps libre, et je vais vous donner de quoi écrire. Vous savez, je n'avais pas l'intention de me faire de lisser le dos. Je me suis juste dit que si je",Enervé
192,"Aujourd'hui, j'ai toujours été fasciné par le mouvement de la ""révolution culturelle"". La révolution culturelle, c'est le travail, la révolution artistique, le cinéma. Je me suis toujours intéressé à l'art et au cinéma, et",Enervé
193,"Aujourd'hui, j'ai un travail à faire. Tu as une nouvelle voiture? Je peux pas faire ça à mon père. Il est en ville, je dois le voir. Je suis allée à l'hôpital, il a dit qu'",Stressé
194,"Aujourd'hui, j'ai un nouveau client, mais il s'appelle... Il s 'appelle ""Jimmy"". Il est un peu vieux pour une fois. Il a une femme et des enfants. C'est un grand garçon, il",Stressé
195,"Aujourd'hui, j'ai fait des recherches sur les mécanismes d'action des protéines, et je pense que ce sont des mécanismes de régulation de la réponse immunitaire. Je pense qu'il y a une grande différence entre l'immunité et la",Enervé
196,"Aujourd'hui, j'ai toujours aimé l'idée que le monde soit le centre de l'"" univers "". Je suis convaincu que l "" univers "" est le plus grand des mondes possibles, et que c'est une réalité "" réelle "". J",Frustré
197,"Aujourd'hui, j'ai un peu plus de temps libre. Je ne peux pas vous laisser tomber, mais vous êtes le seul à pouvoir me trouver. J'aimerais vous présenter un ami. Il s'appelle Jack. Jack, c'",Enervé
198,"Aujourd'hui, j'ai un petit ami. Il a un frère, qui est musicien. C'est un musicien, mais il est très bon. Je ne sais pas ce qu'il joue, il a une guitare. Ça ne m",Motivé
199,"Aujourd'hui, j'ai l'impression d'avoir un tas de choses à faire. Mais je n'arrive pas à croire que je vais mourir. Tu as dit que tu allais mourir? Je ne sais pas, mais je me sens",Relaxé
200,"Aujourd'hui, j'ai fait le tour du monde. Je suis allé à l'université, à Stanford, en Californie. J'étais étudiant en médecine. Et j'me suis rendu compte que je n'avais jamais rencontré quelqu'",Neutre
201,"Ce matin, je suis allé au parc avec ma femme et ma fille, et je me suis assis sur un banc et j'ai regardé par la fenêtre. Il y avait un homme avec des lunettes et une cravate blanche. Je me souviens de cette",Content
202,"Ce matin, je suis allé chez ma mère pour lui dire que je ne pouvais pas venir. Mais elle ne voulait pas. Elle a dit qu'elle allait me laisser ici, et elle m'a demandé de venir ici. Je lui ai dit",Content
203,"Ce matin, je l'ai trouvée, dans une chambre, et j'étais en train de lisser mes cheveux, quand jai vu que c'était la dernière fois que j'suis venue ici. Je suis restée là, à regarder",Stressé
204,"Ce matin, je suis allé au restaurant, et je me suis dit: ""C'est quoi cette histoire?"" ""On n'a pas besoin d'une histoire"". J'ai dit, ""Pourquoi?"" Il m'avait répondu: Je",Frustré
205,"Ce matin, je l'ai vu, dans le couloir. Il a dit que c'était une erreur de venir ici. Mais je n'en suis pas sûre. Je ne peux pas lister les faits. Vous ne pouvez pas prouver que",Neutre
206,"Ce matin, je n'ai pas pu dormir, et j'étais si fatiguée, que j 'ai dû aller chercher des vêtements. J'avais peur que tu ne m'aies pas réveillé. Je ne voulais pas que ça se passe comme",Heureux
207,"Ce matin, je n'ai pas encore pu m'empêcher de remarquer que les deux jeunes filles, qui s'étaient mises à danser en rond, nagent sur le pas de la porte, et que la petite bonne, que j'avais",Relaxé
208,"Ce matin, je me suis réveillée dans un lit et je suis restée dans le lit. Je n'ai pas pu dormir. J'étais très fatiguée. Alors je ne suis pas venue ici pour dormir, mais pour faire le ménage. Et je",Frustré
209,"Ce matin, je me suis dit: ""Il faut que je m'occupe de l'affaire"". Et je suis allé au restaurant. J'ai vu un type qui m 'avait dit que c'était un homme très dangereux. Je lui",Paisible
210,"Ce matin, je me suis réveillé avec une petite fièvre, et j'ai rêvé que j'me noyais. J'étais dans un lac, j'suis allé dans la mer. Il y avait un bateau, un canot. Je me",Frustré
211,"Ce matin, je me suis dit que je ne devais pas m'en aller. Tu es la première personne que j'ai aimé. J'étais si heureuse que tu sois venu me voir. Je me souviens de ce que ça signifiait pour moi",Paisible
212,"Ce matin, je me suis réveillé avec des pensées très tristes, et je ne pouvais pas me lever. Je ne savais pas si je devais faire quelque chose. J'ai dit: ""Je n'arrive pas à dormir. ""Mais je peux",Stressé
213,"Ce matin, je n'ai pas eu le temps de me remettre de mes émotions. J'avais besoin de temps pour réfléchir. Tu es un homme très intelligent, et tu as un très bon sens de l'humour. Je ne suis pas",Frustré
214,"Ce matin, je n'ai pas pu dormir. Je me suis réveillé avec un mal de tête. J'avais une douleur à la tête, une attaque. Tu as eu une crise cardiaque? J.J., je suis vraiment désolé. C",Fatigué
215,"Ce matin, je vous ai demandé de ne pas me faire attendre. Il y a une autre raison pour laquelle vous n'êtes pas venu. J'ai un problème avec l'alcool. Je suis allé au magasin, et je me suis dit",Paisible
216,"Ce matin, je suis allée au cinéma, j'ai regardé la télé, et j'me suis dit que je pouvais avoir un peu de temps pour réfléchir. Mais je n'avais pas envie de me promener dans le parc, donc j'd",Frustré
217,"Ce matin, je me suis fait un petit déjeuner, et je suis allé me coucher. Je suis sorti pour regarder la télévision. J'ai trouvé un journal. Un journal? C'est un peu comme un livre. Il y a des choses",Paisible
218,"Ce matin, je suis allé au théâtre, et je n'ai pas pu me résoudre à me coucher, parce que je me suis réveillé en sursaut, en plein dans ma chambre, au milieu de ce bruit. J'étais tellement troublé, que",Content
